,Cumulative Trial Start,Trial Start,Fixation Time,Prime Picture Time,Target Picture Time,ITI Time,Trial End,Cumulative Trial End,Prime Picture,Target Picture,Condition
0,6.60001761929,1.14040449262e-06,0.200001881691,1.00000142551,1.00000142553,3.49950948206,5.70002568766,12.3000384603,neu_438.jpg,mut_031.jpg,5
1,12.3028082259,4.84671909362e-06,0.200002166763,1.00000142553,1.0000011404,3.49971104917,5.70000715606,18.0028105352,ero_040.jpg,mut_047.jpg,6
2,18.0051512223,3.99141572416e-06,0.200002166763,1.00000171061,1.00000171064,3.49968653038,5.70000459015,23.7051518211,mut_013.jpg,mut_024.jpg,3
3,23.7078423284,3.99144482799e-06,0.200001311459,1.00000085533,1.00000171064,3.49968995163,5.70000401995,29.4078423569,mut_042.jpg,neu_439.jpg,5
4,29.4104650099,4.27654595114e-06,0.20000159656,1.0000011404,1.0000011404,3.49972131284,5.70001542402,35.1104755871,mut_053.jpg,ero_058.jpg,6
5,35.2400686868,2.16677435674e-05,0.200001311459,1.00000171061,1.00000199571,3.4995585196,5.70002255155,40.9400635834,ero_038.jpg,neu_437.jpg,4
6,41.0360964751,2.19528446905e-05,0.200001881662,1.00000171064,1.0000011404,3.49955253245,5.70002283665,46.7360916569,neu_436.jpg,ero_035.jpg,4
7,46.807658238,2.36634805333e-05,0.200001311459,1.0000011404,1.0000011404,3.49945616801,5.70002511749,52.5076542751,ero_001.jpg,ero_011.jpg,2
8,52.5288230962,6.84245605953e-06,0.20000159656,1.00000142551,1.00000171064,3.49969052183,5.70000316465,58.2288191333,neu_005.jpg,neu_018.jpg,1
9,58.4052938304,2.33783794101e-05,0.200001311488,1.00000199571,1.00000171064,3.49953770716,5.70001713463,64.1052815995,neu_008.jpg,neu_435.jpg,1
10,64.1092941246,3.99144482799e-06,0.200001881662,1.0000011404,1.00000142551,3.4996608712,5.70000658586,69.8092961488,ero_010.jpg,ero_021.jpg,2
11,69.9329149367,1.51104177348e-05,0.20000159659,1.0000011404,1.00000142551,3.49961382936,5.70001970054,75.6329166758,mut_003.jpg,mut_015.jpg,3
