Prime,Target,Type,Condition,ITI,TotalTrialTime
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_403.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_142.jpg,neut_neut,1,3.018106778,5.218106778
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_098.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_287.jpg,neg_neg,3,2.579217889,4.779217889
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_018.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_338.jpg,neg_neut,5,2.662551222,4.862551222
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_290.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_081.jpg,neg_pos,6,5.551440111,7.751440111
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_014.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_413.jpg,neg_neut,5,3.551440111,5.751440111
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_067.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_343.jpg,neg_neut,5,2.884773444,5.084773444
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_257.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_032.jpg,pos_pos,2,4.218106778,6.418106778
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_432.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_377.jpg,neut_neut,1,3.218106778,5.418106778
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_002.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_233.jpg,neg_neg,3,3.551440111,5.751440111
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_146.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_187.jpg,neg_neg,3,2.551440111,4.751440111
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_321.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_349.jpg,neut_neut,1,4.662551222,6.862551222
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_006.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_097.jpg,neut_pos,4,3.699588259,5.899588259
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_067.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_148.jpg,pos_pos,2,3.884773444,6.084773444
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_254.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_220.jpg,neut_neut,1,2.694297254,4.894297254
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_300.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_387.jpg,neut_neut,1,4.884773444,7.084773444
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_195.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_106.jpg,pos_pos,2,3.773662333,5.973662333
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_431.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_066.jpg,neut_neg,5,3.329217889,5.529217889
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_379.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_229.jpg,neut_pos,4,3.106995667,5.306995667
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_122.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_115.jpg,neg_neg,3,2.662551222,4.862551222
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_244.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_389.jpg,pos_neut,4,3.329217889,5.529217889
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_035.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_092.jpg,neg_pos,6,2.821281381,5.021281381
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_069.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_094.jpg,neut_neut,1,3.995884556,6.195884556
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_044.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_080.jpg,pos_neut,4,2.468106778,4.668106778
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_261.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_177.jpg,pos_neg,6,3.773662333,5.973662333
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_008.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_280.jpg,neg_neg,3,2.523662333,4.723662333
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_152.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_276.jpg,neg_neg,3,3.495884556,5.695884556
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_109.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_145.jpg,neut_neut,1,2.634773444,4.834773444
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_036.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_169.jpg,pos_pos,2,5.106995667,7.306995667
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_181.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_359.jpg,pos_neut,4,2.726043286,4.926043286
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_101.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_175.jpg,neut_pos,4,2.606995667,4.806995667
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_051.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_251.jpg,neg_neut,5,3.106995667,5.306995667
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_119.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_114.jpg,pos_pos,2,3.273662333,5.473662333
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_242.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_243.jpg,neut_neg,5,3.995884556,6.195884556
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_054.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_137.jpg,neg_pos,6,4.884773444,7.084773444
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_360.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_022.jpg,neut_neut,1,2.694297254,4.894297254
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_020.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_240.jpg,neut_pos,4,3.329217889,5.529217889
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_063.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_251.jpg,pos_pos,2,3.551440111,5.751440111
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_051.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_066.jpg,pos_neut,4,3.625514185,5.825514185
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_248.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_227.jpg,neg_pos,6,3.495884556,5.695884556
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_282.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_308.jpg,neg_neut,5,2.468106778,4.668106778
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_158.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_040.jpg,pos_neut,4,4.662551222,6.862551222
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_164.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_217.jpg,pos_pos,2,2.495884556,4.695884556
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_304.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_264.jpg,neut_pos,4,3.995884556,6.195884556
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_081.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_004.jpg,neg_neg,3,2.929217889,5.129217889
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_172.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_332.jpg,neg_neut,5,2.634773444,4.834773444
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_263.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_056.jpg,neg_neg,3,3.218106778,5.418106778
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_252.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_266.jpg,pos_pos,2,2.853027413,5.053027413
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_407.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_250.jpg,neut_neut,1,3.106995667,5.306995667
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_122.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_205.jpg,pos_pos,2,4.218106778,6.418106778
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_139.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_059.jpg,pos_neg,6,2.726043286,4.926043286
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_073.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_249.jpg,pos_pos,2,3.273662333,5.473662333
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_073.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_285.jpg,neut_neut,1,3.884773444,6.084773444
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_146.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_107.jpg,pos_pos,2,2.606995667,4.806995667
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_166.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_194.jpg,neut_neg,5,5.773662333,7.973662333
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_037.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_097.jpg,neg_neut,5,2.579217889,4.779217889
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_259.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_049.jpg,neg_pos,6,4.884773444,7.084773444
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_317.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_238.jpg,neut_pos,4,3.699588259,5.899588259
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_136.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_132.jpg,neg_neg,3,3.162551222,5.362551222
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_006.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_283.jpg,neg_neg,3,4.106995667,6.306995667
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_118.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_089.jpg,neut_neg,5,3.440329,5.640329
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_420.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_175.jpg,neut_neg,5,2.551440111,4.751440111
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_208.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_135.jpg,pos_neut,4,3.551440111,5.751440111
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_027.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_231.jpg,neg_pos,6,5.551440111,7.751440111
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_058.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_064.jpg,neut_neut,1,3.018106778,5.218106778
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_043.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_223.jpg,neg_pos,6,2.523662333,4.723662333
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_061.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_255.jpg,neut_pos,4,3.773662333,5.973662333
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_126.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_195.jpg,neut_neg,5,2.884773444,5.084773444
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_116.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_089.jpg,neut_neut,1,3.384773444,5.584773444
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_384.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_146.jpg,neut_neut,1,2.884773444,5.084773444
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_288.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_268.jpg,neg_neg,3,2.662551222,4.862551222
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_042.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_278.jpg,neg_neg,3,3.995884556,6.195884556
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_213.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_187.jpg,pos_pos,2,2.440329,4.640329
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_137.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_200.jpg,neg_neg,3,3.062551222,5.262551222
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_093.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_099.jpg,pos_neg,6,2.757789317,4.957789317
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_209.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_203.jpg,pos_pos,2,4.662551222,6.862551222
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_159.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_305.jpg,pos_neut,4,2.789535349,4.989535349
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_105.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_285.jpg,pos_neg,6,2.662551222,4.862551222
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_197.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_292.jpg,neg_neg,3,3.106995667,5.306995667
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_418.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_405.jpg,neut_neut,1,5.106995667,7.306995667
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_238.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_395.jpg,neg_neut,5,3.329217889,5.529217889
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_084.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_220.jpg,neg_neg,3,2.973662333,5.173662333
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_357.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_155.jpg,neut_neut,1,5.329217889,7.529217889
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_303.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_258.jpg,neut_neut,1,2.821281381,5.021281381
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_220.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_106.jpg,pos_neg,6,4.440329,6.640329
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_190.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_218.jpg,pos_pos,2,4.218106778,6.418106778
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_076.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_417.jpg,pos_neut,4,3.773662333,5.973662333
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_322.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_062.jpg,neut_neg,5,4.440329,6.640329
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_284.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_265.jpg,neg_neg,3,5.773662333,7.973662333
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_043.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_397.jpg,pos_neut,4,3.329217889,5.529217889
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_145.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_074.jpg,neg_neg,3,4.662551222,6.862551222
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_166.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_038.jpg,neg_neg,3,3.273662333,5.473662333
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_033.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_129.jpg,pos_pos,2,3.329217889,5.529217889
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_333.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_313.jpg,neut_neut,1,3.106995667,5.306995667
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_156.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_429.jpg,pos_neut,4,2.973662333,5.173662333
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_206.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_254.jpg,neut_neg,5,3.995884556,6.195884556
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_170.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_079.jpg,neg_neut,5,2.440329,4.640329
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_141.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_094.jpg,pos_pos,2,4.884773444,7.084773444
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_167.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_153.jpg,neg_neg,3,2.884773444,5.084773444
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_007.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_197.jpg,pos_pos,2,5.329217889,7.529217889
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_246.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_253.jpg,pos_pos,2,2.634773444,4.834773444
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_268.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_029.jpg,pos_neg,6,2.929217889,5.129217889
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_378.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_284.jpg,neut_neut,1,3.106995667,5.306995667
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_130.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_192.jpg,pos_neg,6,3.773662333,5.973662333
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_082.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_270.jpg,pos_neut,4,3.625514185,5.825514185
C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_068.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_215.jpg,pos_pos,2,2.523662333,4.723662333
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_412.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_245.jpg,neut_pos,4,2.884773444,5.084773444
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_271.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_201.jpg,neg_pos,6,2.606995667,4.806995667
C:\Users\MNC User\Desktop\Pessoa\UPN\NeutralPics_216/neu_212.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_185.jpg,neut_pos,4,2.662551222,4.862551222
C:\Users\MNC User\Desktop\Pessoa\UPN\NegativePics_216/mut_205.jpg,C:\Users\MNC User\Desktop\Pessoa\UPN\PositivePics_216/ero_125.jpg,neg_pos,6,4.106995667,6.306995667
