,Cumulative Trial Start,Trial Start,Fixation Time,Prime Picture Time,Target Picture Time,ITI Time,Trial End,Cumulative Trial End,Prime Picture,Target Picture,Condition
0,6.6000145972,1.14040631161e-06,0.200008096882,1.00000114041,1.00000171061,3.01761841619,5.2181143217,11.8181280636,mut_164.jpg,neu_106.jpg,5
1,11.8358779116,4.27652230428e-06,0.200001824649,1.00000171061,1.00000114041,2.46786378878,4.66812534087,16.5039986908,ero_056.jpg,ero_233.jpg,2
2,16.587158231,5.70202973904e-06,0.200001254447,1.00000142551,1.00000456162,3.62525691207,5.82552331089,22.4126752697,mut_031.jpg,ero_127.jpg,6
3,22.4396279084,5.70202973904e-06,0.20000182465,1.00000171061,1.00000114041,2.66228019032,4.86255856341,27.3021807697,neu_012.jpg,neu_384.jpg,1
4,27.3045935836,3.99142027163e-06,0.200001254447,1.00000171061,1.00000171061,2.57896584,4.77922682189,32.0838161289,ero_105.jpg,neu_385.jpg,4
5,32.100167269,4.84672455059e-06,0.200001254446,1.00000171061,1.00000171061,3.38452663033,5.58477962938,37.6849414815,mut_258.jpg,ero_167.jpg,6
6,37.7099451664,5.13182658324e-06,0.20000182465,1.00000142551,1.00000142551,3.773411607,5.97366745706,43.6836072066,neu_375.jpg,neu_064.jpg,1
7,43.6863555848,4.56162342743e-06,0.200000969345,1.00000171061,1.00000171061,2.63453012282,4.83479509614,48.5211458343,ero_240.jpg,ero_261.jpg,2
8,48.5367323322,5.41692770639e-06,0.200001254446,1.00000171061,1.00000171061,3.88451821984,6.08477806133,54.6215049766,mut_199.jpg,neu_297.jpg,5
9,54.6239058162,4.27652230428e-06,0.200001824649,1.00000142551,1.00000171061,4.21786827912,6.41812840572,61.0420293751,ero_151.jpg,ero_264.jpg,2
10,61.0629512622,5.13182658324e-06,0.200001539548,1.00000370632,1.00000114041,2.82101015446,5.02128909775,66.0842346579,mut_092.jpg,mut_279.jpg,3
11,66.0866249487,4.56162342743e-06,0.200001539549,1.00000142551,1.00000114041,2.9734251208,5.17368182618,71.2603019282,neu_212.jpg,ero_155.jpg,4
12,71.276480867,5.41692861589e-06,0.200000969345,1.00000142551,1.00000114041,4.884510237,7.08477863153,78.3612540816,ero_031.jpg,ero_112.jpg,2
13,78.3865585486,5.13182749273e-06,0.200001539548,1.00000114041,1.00000142551,3.06230066061,5.26256762964,83.6491207613,neu_407.jpg,mut_177.jpg,5
14,83.6515002182,4.56162342743e-06,0.20000182465,1.00000142551,1.00000142551,2.72577343042,4.9260498078,88.5775454644,neu_334.jpg,ero_180.jpg,4
15,88.5980573755,4.84672455059e-06,0.200001824649,1.00000171061,1.00000142551,3.9956476408,6.19590520148,94.7939577303,ero_119.jpg,mut_042.jpg,6
16,94.7971579944,4.84672455059e-06,0.200001824649,1.00000142551,1.00000114041,4.6622753436,6.86256169952,101.659714277,ero_032.jpg,ero_079.jpg,2
17,101.675600417,4.84672546008e-06,0.200000969346,1.00000171061,1.00000142551,4.66228304134,6.86256255483,108.538157554,neu_288.jpg,neu_022.jpg,1
18,108.562602726,5.41692770639e-06,0.200001254447,1.00000142551,1.00000171061,3.10674199428,5.30701751635,113.869614255,mut_275.jpg,ero_136.jpg,6
19,113.872468976,5.9871308622e-06,0.200001254447,1.00000171061,1.00000142551,2.88448315236,5.08478490376,118.957246752,neu_341.jpg,neu_355.jpg,1
20,119.001440618,5.41692861589e-06,0.20000182465,1.00000171061,1.00000114041,2.78927208745,4.98953905648,123.990973972,neu_040.jpg,neu_346.jpg,1
21,123.993419573,4.56162433693e-06,0.200001254447,1.00000171061,1.00000142551,3.77341388781,5.97367886112,129.967093587,ero_175.jpg,mut_222.jpg,6
22,129.969900981,4.84672546008e-06,0.200001254447,1.0000008553,1.00000114041,3.32896690913,5.52923074204,135.499126307,mut_032.jpg,ero_109.jpg,6
23,135.501680816,4.27652230428e-06,0.200001539549,1.0000008553,1.00000142551,5.5511963856,7.7514585079,143.253134762,ero_102.jpg,neu_096.jpg,4
24,143.266645436,5.9871308622e-06,0.200000969346,1.0000008553,1.00000199571,4.44004672243,6.64033136775,149.906970247,ero_094.jpg,ero_118.jpg,2
25,149.922547621,5.41692770639e-06,0.200001254447,1.00000114041,1.00000114041,2.44004330121,4.64033307836,154.562875568,neu_107.jpg,mut_283.jpg,5
26,154.59711597,6.557334018e-06,0.200001824649,1.00000114041,1.00000114041,4.10674056877,6.30701466533,160.904123793,neu_383.jpg,mut_274.jpg,5
27,160.907083147,4.84672455059e-06,0.200001539548,1.00000114041,1.00000142551,3.10674741121,5.30700896331,166.214086693,ero_124.jpg,neu_310.jpg,4
28,166.251322942,5.70202973904e-06,0.200002109751,1.00000142551,1.00000114041,3.55117614339,5.75145023996,172.00276691,ero_231.jpg,ero_260.jpg,2
29,172.018349701,4.84672455059e-06,0.200001539549,1.00000171061,1.00000142551,2.69404220585,4.89430489836,176.912649183,neu_408.jpg,neu_338.jpg,1
30,176.923954882,5.70202973904e-06,0.20000182465,1.00000171061,1.00000114041,4.44009005786,6.64034533772,183.564294233,mut_257.jpg,neu_393.jpg,5
31,183.582491405,4.56162342743e-06,0.200001824649,1.00000114041,1.00000142551,3.99563908776,6.19589550803,189.778381781,mut_243.jpg,mut_201.jpg,3
32,189.780882121,3.99142118113e-06,0.20000182465,1.00000171061,1.00000142551,3.32897717278,5.52923530366,195.310113148,neu_322.jpg,mut_198.jpg,5
33,195.326875975,5.13182658324e-06,0.200001824649,1.00000114041,1.00000114041,3.55118013481,5.75144653364,201.078317092,neu_116.jpg,neu_331.jpg,1
34,201.09029392,4.27652230428e-06,0.200001824649,1.00000142551,1.00000114041,2.92889683118,5.12923222456,206.219521583,neu_247.jpg,mut_179.jpg,5
35,206.222650001,5.13182658324e-06,0.200001539548,1.00000199571,1.00000171061,3.69933283403,5.89961291772,212.122257787,mut_117.jpg,mut_207.jpg,3
