,Cumulative Trial Start,Trial Start,Fixation Time,Prime Picture Time,Target Picture Time,ITI Time,Trial End,Cumulative Trial End,Prime Picture,Target Picture,Condition
0,6.60001756227,1.1404081306e-06,0.200001482528,1.00000171061,1.00000142551,4.43982484485,6.6403343788,13.2403510858,neu_224.jpg,mut_289.jpg,5
1,13.2428485776,4.5616288844e-06,0.200001767629,1.00000199571,1.0000008553,3.16228279876,5.36256624697,18.6054099778,ero_079.jpg,ero_108.jpg,2
2,18.6075234375,3.99142663809e-06,0.200001482532,1.00000085531,1.00000142551,2.97342195438,5.17367632221,23.7811954832,mut_188.jpg,mut_138.jpg,3
3,23.7833337467,4.5616288844e-06,0.200001197431,1.00000085531,1.00000171061,2.49565234002,4.69590813336,28.4792367483,mut_176.jpg,ero_200.jpg,6
4,28.4813479271,4.27652776125e-06,0.200001767629,1.00000171061,1.00000114041,4.10673356296,6.30701358995,34.7883563852,mut_203.jpg,mut_234.jpg,3
5,34.7905277206,4.27652776125e-06,0.200000912326,1.00000171061,1.00000085531,4.88453205813,7.08479583432,41.8753189933,ero_071.jpg,neu_361.jpg,4
6,41.8775827016,3.99142663809e-06,0.200001767629,1.00000114041,1.00000171061,3.44009426606,5.64034378716,47.5179224974,neu_373.jpg,neu_106.jpg,1
7,47.5201884865,3.99142300012e-06,0.200001482528,1.00000114041,1.00000114041,4.21785769371,6.41812204011,53.938305965,mut_032.jpg,mut_227.jpg,3
8,53.9405596948,3.99142663809e-06,0.200001767633,1.00000142551,1.00000171061,4.6622986219,6.86255470035,60.8031101186,ero_163.jpg,ero_104.jpg,2
9,60.8054034775,4.5616288844e-06,0.200001767629,1.00000171061,1.00000171061,4.4400691771,6.64035490613,67.4457532518,ero_069.jpg,mut_223.jpg,6
10,67.4479439741,4.27652776125e-06,0.200001197431,1.00000142551,1.00000142551,3.62526560797,5.82552824375,73.2734676562,ero_098.jpg,ero_064.jpg,2
11,73.2757501813,3.99142663809e-06,0.200001767633,1.00000142551,1.00000171061,3.0622913233,5.262556525,78.5383024297,neu_019.jpg,mut_159.jpg,5
12,78.5405849548,4.5616288844e-06,0.200001197427,1.00000171061,1.00000171061,2.92893637925,5.12923493786,83.6698147608,ero_042.jpg,mut_235.jpg,6
13,83.7655177349,5.13183113071e-06,0.200001482528,1.0000011404,1.00000171061,3.38453419639,5.58480880645,89.3503205542,neu_112.jpg,neu_409.jpg,1
14,89.3526592443,4.84673000756e-06,0.200001767629,1.00000114041,1.00000114041,2.44007944077,4.64033865533,93.9929927678,ero_030.jpg,mut_179.jpg,6
15,93.9953699467,3.99142663809e-06,0.200001482528,1.00000171061,1.0000011404,2.85277599352,5.05304490154,99.0484102866,ero_096.jpg,mut_023.jpg,6
16,99.0507991546,4.27652776125e-06,0.200001482528,1.00000199572,1.00000114041,5.7733962382,7.97366771214,107.02446202,ero_161.jpg,ero_234.jpg,2
17,107.026971771,3.70632551494e-06,0.200000912326,1.00000114041,1.00000114041,2.78924818369,4.98954246577,112.016500267,neu_414.jpg,ero_099.jpg,4
18,112.018890846,4.27652776125e-06,0.200001482532,1.00000142551,1.00000142551,2.75754144168,4.95781491134,116.976701195,mut_020.jpg,ero_034.jpg,6
19,116.979124276,4.27652776125e-06,0.200001482528,1.00000142551,1.00000627224,2.88454631322,5.08480894901,122.063928378,mut_085.jpg,neu_352.jpg,5
20,122.066294438,3.99142663809e-06,0.200001482528,1.00000142551,1.00000142551,5.32896813959,7.52922820946,129.595518371,neu_138.jpg,ero_183.jpg,4
21,129.598185213,4.5616288844e-06,0.200001767629,1.0000008553,1.00000142551,3.01785393037,5.21811856187,134.816298358,neu_403.jpg,neu_142.jpg,1
22,134.819598981,3.99142300012e-06,0.200001767629,1.00000171061,1.00000142551,2.57895965781,4.77923768909,139.598832109,mut_098.jpg,mut_287.jpg,3
23,139.60117479,4.5616288844e-06,0.200001482532,1.00000114041,1.00000142551,2.66230717496,4.86256439381,144.463734338,mut_018.jpg,neu_338.jpg,5
24,144.466145158,4.27652412327e-06,0.200000912326,1.00000114041,1.00000114041,5.55109551794,7.7514491012,152.217589698,mut_290.jpg,ero_081.jpg,6
25,152.220161316,4.27652776125e-06,0.200001767629,1.00000199571,1.0000011404,3.55118732073,5.75144482468,157.971601294,mut_014.jpg,neu_413.jpg,5
26,157.974143832,4.5616288844e-06,0.200001482532,1.00000114041,1.00000171061,2.8845123861,5.08478728127,163.058925982,mut_067.jpg,neu_343.jpg,5
27,163.06142718,3.99142300012e-06,0.200001767629,1.00000142551,1.0000008553,4.21784771515,6.41811605297,169.479538671,ero_257.jpg,ero_032.jpg,2
28,169.482004231,3.99142300012e-06,0.200001197427,1.00000114041,1.00000171061,3.21784429393,5.41812204011,174.900121995,neu_432.jpg,neu_377.jpg,1
29,174.902637733,4.5616288844e-06,0.200001482528,1.00000142551,1.00000114041,3.55117335073,5.75144282896,180.654075716,mut_002.jpg,mut_233.jpg,3
30,180.656645338,3.70632551494e-06,0.200001482528,1.00000142551,1.00000199571,2.55120442683,4.7514650669,185.408106414,mut_146.jpg,mut_187.jpg,3
31,185.410659785,4.27652776125e-06,0.200001767633,1.00000114041,1.0000008553,4.66230175802,6.8625635385,192.273218477,neu_321.jpg,neu_349.jpg,1
32,192.275860801,5.13183476869e-06,0.200000912326,1.00000142551,1.00000171061,3.69932165727,5.89959826305,198.175453077,neu_006.jpg,ero_097.jpg,4
33,198.177959977,4.84673364554e-06,0.200001767633,1.00000114041,1.00000114041,3.8845106755,6.08478756637,204.262742696,ero_067.jpg,ero_148.jpg,2
34,204.265360501,3.70632187696e-06,0.200001482528,1.00000114041,1.00000142551,2.69395204987,4.8943170372,209.159673262,neu_254.jpg,neu_220.jpg,1
35,209.162253718,3.99142663809e-06,0.200002052734,1.00000142551,1.00000142551,4.88450440325,7.08478386005,216.247033302,neu_300.jpg,neu_387.jpg,1
36,216.24961832,4.5616288844e-06,0.200001767633,1.00000142551,1.00000114041,3.77341933144,5.97368795436,222.223301428,ero_195.jpg,ero_106.jpg,2
37,222.225891863,4.27652776125e-06,0.200001197427,1.00000114041,1.00000114041,3.32898724141,5.52927125983,227.755157991,neu_431.jpg,mut_066.jpg,5
38,227.75784593,3.99142663809e-06,0.200000912326,1.00000627224,1.00000171061,3.10673812458,5.30701444525,233.064856099,neu_379.jpg,ero_229.jpg,4
39,233.067527218,3.99142663809e-06,0.200000912326,1.00000114041,1.00000114041,2.66231230679,4.86257608298,237.930098454,mut_122.jpg,mut_115.jpg,3
40,237.932811768,3.99142663809e-06,0.200001197431,1.00000114041,1.00000171061,3.32896300776,5.5292359072,243.462043114,ero_244.jpg,neu_389.jpg,4
41,243.464705679,4.5616288844e-06,0.200001482528,1.00000142551,1.00000085531,2.82102392033,5.02128940713,248.485989955,mut_035.jpg,ero_092.jpg,6
42,248.488627146,3.99142300012e-06,0.200001767633,1.00000114041,1.00000142551,3.99562254687,6.19589031449,254.684512614,neu_069.jpg,neu_094.jpg,1
43,254.687194852,4.27652776125e-06,0.200001197427,1.00000199572,1.00000171061,2.46786460743,4.66812211138,259.355312402,ero_044.jpg,neu_080.jpg,4
